"id","addtime","title","nickname","imgurl","duration","ratio","collectcount","commentcount","diggcount","sharecount","cjtime","detailurl"
"1662","2025-03-08 19:57:05","Romon 罗蒙户外夹克男士春秋季连帽上衣潮流休闲冲锋上衣服外套 推荐直播热卖。#时尚男装 #面料舒适透气 #谁穿谁好看 #高品质","全球球好物","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/04eb29a88aed4a859cd6fd775ac07d2d~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570356B69BC46BB0CEE8E85B&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=3FhtqYa28aQuz58Xa060BtWMiwo%3D","97700","720p","0","0","12","0","2025-03-07 18:18:33","https://www.douyin.com/video/7479009660834417971"
"1663","2025-03-08 19:57:05","推荐直播热卖中老年春秋夹克男外套中年男士春季新款商务立领夹克。 #爸爸外套夹克 #爸爸夹克外套 #爸爸装立领夹克外套 #男士外套 #立领夹克外套男","小依依好物","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/e3b9ba9e29cd48e79de6aeb756652286~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570356B69BC46BB0CEE8E85B&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=6FCZa5PZLv2SvbbCu7%2BmuB15prQ%3D","71843","540p","0","3","45","0","2024-12-17 18:22:24","https://www.douyin.com/video/7449323457650642187"
"1664","2025-03-08 19:57:05","90新国标白鸭绒户外羽绒服年货节活动来啦！正在直播中#品质男装 #户外 #羽绒服","问道官方旗舰店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/fe0c07604e17a3b82cf6a671ead3d43f~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570356B69BC46BB0CEE8E85B&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=NyFCYcxYH2FPPDCRRdIl%2Bz4gB4M%3D","17321","540p","3","1","30","1","2024-12-17 11:20:56","https://www.douyin.com/video/7449215443492965666"
"1665","2025-03-08 19:57:05","男士夹克2025新款春秋季加绒男装宽松运动户外立领百搭休闲男外套#男款外套夹克 #男士夹克外套大码 #百搭夹克男士外套 #衬衫穿搭 #男士夹克 #","爱小豆服装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/o0I9nDnAZiJItzrFDAEywxFDZoABfgfzEmASUo~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570356B69BC46BB0CEE8E85B&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=6efXz2kwQA9u3KYXgGAvxx%2BUDSI%3D","105967","540p","0","0","2","0","2025-03-03 20:03:24","https://www.douyin.com/video/7477552639308352779"
"1666","2025-03-08 19:57:09","森马集团棉致立领夹克男士春秋冬季新款美式痞帅男装休闲衣服外套直播热卖推荐。#外套 #男士外套 #品质男装 #夹克外套 #男生穿搭","想姐爱分享","https://p9-pc-sign.douyinpic.com/tos-cn-i-dy/f5eba6ca528944e0b837279b5ae40b17~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=6As49YUR7uY9%2FAeKufW39SIvb9w%3D","142734","720p","0","0","20","0","2025-02-18 10:53:18","https://www.douyin.com/video/7472586182090575154"
"1667","2025-03-08 19:57:09","给大家清回来一批高端男士夹克衫，原来三位数，现在59.9清正在直播 ...","雷假音服饰","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/e32a0addb28ba4b8ac0e73ab13072b83~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=HcanYsx%2BAsmDo72giPvOch%2F0aEU%3D","87772","540p","17","14","122","132","2023-07-02 13:45:10","https://www.douyin.com/video/7251092982982593844"
"1668","2025-03-08 19:57:09","森马集团棉致立领夹克男士春秋冬季新款美式痞帅男装休闲衣服外套直播推荐。#外套 #男士外套 #品质男装 #夹克外套 #男生穿搭","表表好物","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/95e215f3bb564ae488ed843841a4a09b~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=sZNeyADyjoUlxFyC4ulcwb8lfx8%3D","259899","720p","0","0","2","0","2025-02-13 10:36:13","https://www.douyin.com/video/7470726405366517033"
"1669","2025-03-08 19:57:09","老爷车秋季新款男士棒球领夹克时尚休闲商务上衣外套直播热卖推荐。#夹克外套 #开春搭配 #潮牌男装 #品质男装","通晓优品","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/4b9d5f96bd2b4a67b47caaae0f2b0a96~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=wb4nDRlTJEavLIrx6Xq1FUL6AY0%3D","124267","720p","0","1","13","0","2025-03-08 12:06:08","https://www.douyin.com/video/7479284446932290853"
"1670","2025-03-08 19:57:09","双面羊毛大衣清仓啦，快快来直播间了#男士外套推荐 #大衣控 #双面羊绒大衣","旺哥服装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/osY9nrEtXbAfCdewAsVmCRwIDfA4FEDUYCBnoQ~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Ka1vJRpCe3f0aqugCKc%2BYWERaHc%3D","9635","540p","5","1","16","0","2025-02-14 07:51:29","https://www.douyin.com/video/7471055540924337467"
"1671","2025-03-08 19:57:09","直播开始啦！ #品质男装 #男装搭配 #男士外套 @DOU+小助手","丽水市莲都区梯形男装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/owvex0i2HaKPEjCaAXjOUPgEBfA6iAB4oB8zaI~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=nm1wkLKXT932UajJAYEmBAiJnUA%3D","7834","540p","0","2","11","2","2025-02-05 19:55:14","https://www.douyin.com/video/7467902290976853287"
"1672","2025-03-08 19:57:09","Romon罗蒙翻领外套男士春秋装衣服新款潮流修身韩版休闲百搭夹克热卖直播推荐。#夹克外套 #开春搭配 #潮牌男装 #品质男装","全球球好物","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/f8f673aae09d40fc96aef1f486faaccd~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=%2Bar248sXWQC6%2FwphqhOHR%2FR0MAM%3D","264434","720p","0","1","53","0","2025-02-10 16:12:12","https://www.douyin.com/video/7469699841732447525"
"1673","2025-03-08 19:57:09","男士双面羊毛夹克这个价，你确定不来一件？90斤到220斤都可以驾驭，正在直播#男装 #秋冬穿搭 #直播中 #双面羊毛夹克 #抖音好物年货节","丽水市莲都区梯形男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/516c921d01396484407e7af596c11230~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=%2BaN%2Bth7LY5xeqyoAdl28mrbZF9A%3D","7847","540p","84","274","783","311","2022-01-10 19:55:29","https://www.douyin.com/video/7051544860230159627"
"1674","2025-03-08 19:57:09","男士夹克2025新款春秋季加绒男装宽松运动户外立领百搭休闲男外套热卖直播推荐。#品质男装 #时尚潮流穿搭 #春款上新 #夹克外套 #开春搭配","智慧创享","https://p9-pc-sign.douyinpic.com/tos-cn-i-dy/40e58cfcb98e4ed3ad46fc543c3a7dbf~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=u%2Bih7DVmEys0g7p9%2BZRpGkFiFR8%3D","131147","720p","0","1","8","0","2025-03-01 17:07:10","https://www.douyin.com/video/7476763992384441635"
"1675","2025-03-08 19:57:09","推荐直播热卖罗蒙春季新款男户外运动抓绒衣轻量保暖透气摇粒绒加绒外套。#运动休闲 #摇粒绒外套 #休闲外套 #商务休闲 #罗蒙品牌","想姐爱分享","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/9a5bdf0df6904f098043ef34d74c3fa1~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195705D330BFF79A0281E6A639&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=3BdC5yRZoCFU3xGwAjCqmdBm14o%3D","102656","720p","0","0","11","2","2025-03-01 22:50:22","https://www.douyin.com/video/7476850310997183779"
"1676","2025-03-08 19:57:10","男士双面羊毛夹克这个价，你确定不来一件？90斤到220斤都可以驾驭，正在直播#男装 #秋冬穿搭 #直播中 #双面羊毛夹克 #抖音好物年货节","丽水市莲都区梯形男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/516c921d01396484407e7af596c11230~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=%2BaN%2Bth7LY5xeqyoAdl28mrbZF9A%3D","0","360p","84","274","783","311","2022-01-10 19:55:29","https://www.douyin.com/video/7051544860230159627"
"1677","2025-03-08 19:57:10","男士夹克2025新款春秋季加绒男装宽松运动户外立领百搭休闲男外套热卖直播推荐。#品质男装 #时尚潮流穿搭 #春款上新 #夹克外套 #开春搭配","智慧创享","https://p9-pc-sign.douyinpic.com/tos-cn-i-dy/40e58cfcb98e4ed3ad46fc543c3a7dbf~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=u%2Bih7DVmEys0g7p9%2BZRpGkFiFR8%3D","131147","720p","0","1","8","0","2025-03-01 17:07:10","https://www.douyin.com/video/7476763992384441635"
"1678","2025-03-08 19:57:10","推荐直播热卖罗蒙春季新款男户外运动抓绒衣轻量保暖透气摇粒绒加绒外套。#运动休闲 #摇粒绒外套 #休闲外套 #商务休闲 #罗蒙品牌","想姐爱分享","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/9a5bdf0df6904f098043ef34d74c3fa1~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=3BdC5yRZoCFU3xGwAjCqmdBm14o%3D","102656","720p","0","0","11","2","2025-03-01 22:50:22","https://www.douyin.com/video/7476850310997183779"
"1679","2025-03-08 19:57:10","超便宜的春装夹克小两位数，赶快来直播间享优惠！！！#开春搭配 #夹克外套 #品质男装","阿文服饰（现货号）","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813/oYitIDwR8DAvFrAnAQFgA9nAGAHgrCExQ2ffKE~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=T%2BDUXNmO%2FU%2FhxH7Xhe8kgwinnBM%3D","57634","540p","14","0","55","5","2025-03-03 09:53:01","https://www.douyin.com/video/7477395284268453146"
"1680","2025-03-08 19:57:10","这样一款多功能软壳在我直播间#品质男装 #商务休闲 #男士外套","卓越衣橱男装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oknZIWZAADEojwsfwSmCfFo9pEemgQ3u9kVRpB~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=VvsGshGpvbFCZDK56hXR84x%2FBbs%3D","47767","540p","3","2","11","0","2024-12-09 09:40:27","https://www.douyin.com/video/7446220929425886524"
"1681","2025-03-08 19:57:10","点击头像，正在直播#品质男装 #商务休闲 #男士外套","卓越衣橱男装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oYzFfACKEt9eNPX6rfhjPI9VnAW1uDqKTBEwAE~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=UPGByPZrmKNlbPrvzMEocJcvd6w%3D","55800","540p","2","3","11","0","2024-12-04 12:01:15","https://www.douyin.com/video/7444401807503134010"
"1682","2025-03-08 19:57:10","夹克外套，直播间热卖中 #春装新品 #利郎简约男装 #利郎男装 #新品上新 #春装上新","利郎西安大雁塔专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oIIsqIQ6GNfKWhGULAeeLmAwGeIY7hyrmJ9eTH~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=ZnULXGXdcxJ8ScKwzchJkvX59Bw%3D","16300","720p","0","0","2","1","2025-02-25 10:15:58","https://www.douyin.com/video/7475174753557384508"
"1683","2025-03-08 19:57:10","森马集团棉致立领夹克男士春秋冬季新款美式痞帅男装休闲衣服外套推荐直播热卖。#外套 #男士外套 #品质男装 #夹克外套 #男生穿搭","范尼好物","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/4ee8c9aad0eb4161a8314d116cb0a27a~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=XNERulCHr3xoZjp%2FIFUwXzjIJt8%3D","127534","720p","0","2","18","1","2025-02-28 18:02:55","https://www.douyin.com/video/7476407936911232268"
"1684","2025-03-08 19:57:10","正在直播哦 喜欢的哥哥姐姐们千万不要错过咯！#斐乐 #品质男装 @DOU+小助手","Fila斐乐深圳男装专卖店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/8d197a6a34ca87b30e687357987f00c6~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=DQtbwauqiHOWCqTh7qtOZvoYqbI%3D","0","360p","3","3","12","4","2023-02-25 19:05:55","https://www.douyin.com/video/7204047971875441957"
"1685","2025-03-08 19:57:10","秋天来临降温了，这款夹克这个天气穿刚刚好#开衫外套 #品质男装 #秋冬穿搭 #谁穿谁好看 #正在直播","哈吉斯Hazzys官方旗舰店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/f25c557581eae16228a9850c8dd4ba96~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570756B69BC46BB0CEE8EBBA&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=o1w4QYBrsqWHq7Wr6AP%2BWKW%2FIJ0%3D","0","360p","1","2","9","3","2022-09-06 12:00:00","https://www.douyin.com/video/7139807066675252488"
"1686","2025-03-08 19:57:11","工厂马上放假啦，赶紧来直播间吧#男士外套推荐 #大衣控 #双面羊绒大衣 #男装","旺哥服装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ooUUixcA9IcAveSffWEBb9Dnrv4FEELCCwTbJl~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=v38a9pOVav9kTstZ%2BTLfPJW73dg%3D","7801","540p","2","0","17","1","2025-01-25 07:49:09","https://www.douyin.com/video/7463633104591244603"
"1687","2025-03-08 19:57:11","喜欢快来直播间看看吧 #fila #品质男装 #男士穿搭 #男士外套","Fila斐乐吉林万达专卖店","https://p9-pc-sign.douyinpic.com/tos-cn-p-0015/oACJ7fMEceC8cqoV4uyyaJRQLcgWgBPaBgAA5f~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=1YTWrJVPMCGC6Kg%2BNg0HdhWSi3c%3D","15667","540p","0","0","2","4","2025-02-22 05:00:00","https://www.douyin.com/video/7473744252560772404"
"1688","2025-03-08 19:57:11","春装男士夹克外套.时尚百搭款好看又实惠.正在直播.点击头像进入#夹克 #外套 #男装搭配 @DOU+小助手","常熟市莫城街道景勇香服饰商行","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/d9b3e51342805d0a0f30af18bbb2d227~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=G%2BPQzL%2FraaHxoKXiRG7uShWpZ9c%3D","11423","540p","72","124","2443","55","2021-03-09 10:21:18","https://www.douyin.com/video/6937473707405348099"
"1689","2025-03-08 19:57:11","培蒙海宁春秋男款休闲百搭立领薄款爸爸装机车皮衣外套直播大码#爆款热卖中 #皮衣夹克外套 #皮衣外套 #男士外套推荐","静静分享","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c001/oEN1Op9agAzcEU7BQxAufBACA7L2CEezeArGWI~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=L6uOs%2FzmtPBK16HQfGW3EgWSfDI%3D","27911","540p","0","0","0","47","2024-09-19 11:30:35","https://www.douyin.com/video/7416191382773124393"
"1690","2025-03-08 19:57:11","#斐乐 新款防风防水外套，加绒加厚，上身板正，直播间好价#品质男装 #男士穿搭 #春季新款","Fila斐乐河北专卖店","https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/105fca67e921a5241fbf934c99bde1fa~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=LPoQudOTXF%2BZNxBqr%2FMEvH7frkY%3D","26700","540p","2","0","8","3","2025-02-24 20:05:00","https://www.douyin.com/video/7474923586294172980"
"1691","2025-03-08 19:57:11","喜欢快来直播间看看吧 #fila #品质男装 #男士穿搭 #男士外套","Fila斐乐吉林万达专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oMetNQEQD2mVsBxzgEfcABEy2FkmInAAcvO912~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=EjAHqNT0FUr%2FmdHnX6Zjs7c%2BoyE%3D","19100","720p","0","0","0","1","2025-02-21 09:00:00","https://www.douyin.com/video/7473377147793542434"
"1692","2025-03-08 19:57:11","新款劲爆来袭，有没有戳中你心窝窝啊，来直播间面对我#品质男装 #男士皮衣","罗蒙恩赐专卖店直播","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/a598585736c5b306a40140bf2d58623d~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=SN%2BhDHTAOQe3bXmalE4DzB8TvLk%3D","53134","540p","2","0","5","1","2025-02-26 14:38:52","https://www.douyin.com/video/7475613543128222987"
"1693","2025-03-08 19:57:11","新款翻领外套两位数直播间等你#男装穿搭 #品质男装 #谁穿谁好看 #夹克外套","刘涛服装搭配","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oAKbkIi89Qoq6LBAiT88UiZqYA7B7IlviEPkS~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=UazEX%2FmRCTBs%2FF7tKQcf7Wc4DF4%3D","10063","540p","0","0","0","0","2025-03-07 14:01:45","https://www.douyin.com/video/7478943661821152521"
"1694","2025-03-08 19:57:11","正在直播中… #fila #品质男装 #男士外套","Fila斐乐吉林万达专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oAZIqL8PqTIBAmAQd6iDa2iOOwCRlVrzIvSB7~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=%2B9U%2FXEuT8gX0BVB3RKcqZBgCj%2B4%3D","23867","540p","0","0","1","0","2025-02-25 16:30:00","https://www.douyin.com/video/7474864683762208015"
"1695","2025-03-08 19:57:11","小杨哥带货森馬男装外套，网友们看到价格和品质后都不淡定了#森马 #潮流穿搭 #男士外套推荐 #疯狂小杨哥直播回放 #爆款热卖中","丰富多样","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c001/okABAXuNecKQbEFAGDnWTIfoazY7DFeAA6lB8U~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=2025030819570956B69BC46BB0CEE8ED53&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=3Udo35HjrycsMIdg50MfDaKOqIk%3D","20015","540p","41","9","1062","1642","2023-11-29 11:32:17","https://www.douyin.com/video/7306721741395578175"
"1696","2025-03-08 19:57:13","新款陆续上架了，春季外套非常的好看，现在活动优惠力度很大，快来直播间看看吧#春季新款 #外套夹克 #品质男装","虎牙兄弟","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/83cdfab7b454fdf14a90e98fef8d7e64~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195712EF17DA2FD8A4C5E15118&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=BOt9E9vaZs47ahZpvSSujvibU6E%3D","29583","540p","5","2","39","14","2025-03-02 19:48:24","https://www.douyin.com/video/7477177673236679973"
"1697","2025-03-08 19:57:13","直播热卖推荐啄木鳥秋冬连帽外套男士加棉潮流夹克青年加厚防风冲锋衣。 #品质男装 #春季新款 #面料柔软舒适 #夹克外套","表表好物","https://p9-pc-sign.douyinpic.com/tos-cn-i-dy/0494489e855a4da7bf8950700b72c1c7~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195712EF17DA2FD8A4C5E15118&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=H5G2RBdd8u2q4%2F9CUVHaibX5Mp4%3D","112385","540p","0","0","4","0","2025-03-02 16:21:49","https://www.douyin.com/video/7477123723049438501"
"1698","2025-03-08 19:57:13","工厂马上放假啦，赶紧来直播间吧#男士外套推荐 #大衣控 #双面羊绒大衣 #男装","旺哥服装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015c000-ce/ooUUixcA9IcAveSffWEBb9Dnrv4FEELCCwTbJl~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195712EF17DA2FD8A4C5E15118&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=v38a9pOVav9kTstZ%2BTLfPJW73dg%3D","7801","540p","2","0","17","1","2025-01-25 07:49:09","https://www.douyin.com/video/7463633104591244603"
"1699","2025-03-08 19:57:13","喜欢快来直播间看看吧 #fila #品质男装 #男士穿搭 #男士外套","Fila斐乐吉林万达专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oACJ7fMEceC8cqoV4uyyaJRQLcgWgBPaBgAA5f~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195712EF17DA2FD8A4C5E15118&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=UP9MvnPD8i0pfQd5BeNlFf79b34%3D","15667","540p","0","0","2","4","2025-02-22 05:00:00","https://www.douyin.com/video/7473744252560772404"
